-0.088230	-0.088230	0.005256
-0.111642	-0.023412	0.013860
-0.050331	0.061311	0.014032
0.063967	0.114297	0.009335
0.138945	0.074978	0.006652
0.199559	0.060614	0.011362
0.174863	-0.024696	0.005006
0.139109	-0.035754	0.002981
0.071868	-0.067241	0.008982
-0.000399	-0.072267	0.009044
-0.004122	-0.003723	0.010377
0.040465	0.044587	0.008779
0.022620	-0.017845	0.009280
-0.008359	-0.030979	0.008650
-0.013676	-0.005317	0.006966
-0.003655	0.010021	0.006238
0.195168	0.198823	0.013373
0.382683	0.187515	-0.000294
0.544687	0.162004	0.003699
0.669762	0.125075	0.009061
0.729131	0.059369	0.005508
0.787800	0.058668	0.017696
0.777871	-0.009929	0.003505
0.742144	-0.035727	0.005998
0.489212	-0.252932	0.017900
0.158080	-0.331132	0.010941
-0.187186	-0.345266	0.006422
-0.480636	-0.293450	0.012867
-0.747275	-0.266639	0.008022
-0.954727	-0.207453	0.010307
-1.120935	-0.166208	0.007232
-1.210403	-0.089468	0.005917
-1.267673	-0.057270	0.014721
-1.282094	-0.014421	0.009353
-1.258083	0.024011	0.011813
-1.200059	0.058024	0.009685
-1.099894	0.100165	0.006556
-0.917168	0.182726	0.012854
-0.717506	0.199661	0.005708
-0.516844	0.200662	0.015211
-0.193779	0.323065	0.005404
0.143040	0.336819	0.005506
0.408442	0.265402	0.010322
0.622301	0.213859	0.010152
0.833241	0.210940	0.010935
1.030508	0.197267	0.006772
1.204074	0.173566	0.010966
1.370184	0.166110	0.010772
1.394955	0.024771	0.013445
1.398608	0.003653	0.014903
1.378641	-0.019966	0.009239
1.283223	-0.095418	0.009340
1.113830	-0.169393	0.015436
0.911869	-0.201961	0.000797
0.649353	-0.262515	0.013705
0.367333	-0.282021	0.002222
0.052064	-0.315269	0.012518
-0.266308	-0.318372	0.005433
-0.491952	-0.225644	0.010919
-0.670613	-0.178662	0.013345
-0.827983	-0.157370	0.012673
-0.931970	-0.103987	0.005055
-1.023509	-0.091539	0.011349
-1.104053	-0.080544	0.009031
-1.150266	-0.046213	0.009804
-1.125704	0.024561	0.013894
-0.982708	0.142996	0.007339
-0.826296	0.156412	0.011117
-0.633223	0.193073	0.004505
-0.393665	0.239557	0.009097
-0.071560	0.322106	0.012761
0.284811	0.356371	0.010135
0.639803	0.354992	0.007820
0.951826	0.312024	0.014807
1.163090	0.211264	0.011507
1.351471	0.188381	0.006746
1.526127	0.174655	0.014450
1.664664	0.138537	0.007942
1.778493	0.113829	0.009745
1.886405	0.107912	0.015391
1.971847	0.085442	0.009256
1.982944	0.011097	0.017586
1.910363	-0.072581	0.016758
1.793891	-0.116472	0.016604
1.668744	-0.125148	0.009379
1.527733	-0.141010	0.011101
1.386253	-0.141480	0.012242
1.205206	-0.181047	0.016627
1.009915	-0.195291	0.008679
0.810027	-0.199888	0.018706
0.602520	-0.207507	0.011070
0.388122	-0.214398	0.008036
0.112494	-0.275628	0.011058
-0.190877	-0.303371	0.010867
-0.435104	-0.244226	0.012219
-0.638736	-0.203633	0.012503
-0.735203	-0.096467	0.007974
-0.764433	-0.029229	0.003823
-0.759822	0.004611	0.008852
-0.691777	0.068045	0.008931
-0.580518	0.111259	0.012431
-0.443086	0.137432	0.008308
-0.248035	0.195051	0.010438
0.038684	0.286719	0.008288
0.244232	0.205549	0.007462
0.375864	0.131632	0.005093
0.502863	0.126998	0.005196
0.545475	0.042613	0.006592
0.550708	0.005233	0.009110
0.494970	-0.055738	-0.001600
0.347574	-0.147396	0.006293
0.124205	-0.223368	0.011136
-0.100352	-0.224557	0.005742
-0.275590	-0.175238	0.002847
-0.445236	-0.169646	0.006872
-0.603112	-0.157876	0.017031
-0.688113	-0.085001	0.011797
-0.742132	-0.054020	0.014050
-0.792594	-0.050462	0.013102
-0.747082	0.045512	0.007208
-0.637000	0.110082	0.014380
-0.520644	0.116355	0.009318
-0.211584	0.309060	0.004123
0.106373	0.317957	0.006655
0.310123	0.203750	0.013248
0.465438	0.155315	0.010917
0.618142	0.152704	0.007108
0.763140	0.144998	0.005274
0.877132	0.113992	0.015625
0.963780	0.086648	0.007845
0.982953	0.019173	0.002286
0.993268	0.010315	0.009272
0.945016	-0.048253	0.016134
0.820504	-0.124512	0.009051
0.604479	-0.216025	0.010922
0.358745	-0.245734	0.001798
0.075912	-0.282833	-0.001180
-0.227071	-0.302982	0.006718
-0.501781	-0.274711	0.006522
-0.745902	-0.244120	0.009364
-0.900973	-0.155071	0.015153
-1.014179	-0.113206	0.001640
-1.058560	-0.044381	0.014751
-1.039163	0.019397	0.005342
-1.018183	0.020980	0.010428
-0.913446	0.104738	0.010187
-0.781032	0.132413	0.011830
-0.641015	0.140018	0.012132
-0.477202	0.163813	0.008199
-0.230225	0.246977	0.010355
0.023396	0.253621	0.005178
0.251985	0.228589	0.007431
0.382275	0.130290	0.013429
0.494013	0.111738	0.009685
0.559567	0.065554	0.007262
0.612292	0.052725	0.012252
0.581288	-0.031004	0.010209
0.519617	-0.061672	0.012165
0.420056	-0.099560	0.007053
0.270051	-0.150006	0.011058
0.113848	-0.156203	0.002171
-0.122936	-0.236784	0.010426
-0.314414	-0.191478	0.003744
-0.498943	-0.184529	0.004884
-0.651585	-0.152642	0.010077
-0.771558	-0.119973	0.004696
-0.859878	-0.088320	0.009866
-0.932329	-0.072451	0.010938
-0.855662	0.076668	0.010882
-0.724824	0.130837	0.001184
-0.530252	0.194573	0.005944
-0.295716	0.234535	0.008556
-0.053213	0.242503	0.009499
0.260305	0.313518	0.004914
0.518178	0.257873	0.014140
0.769058	0.250880	0.007122
0.961759	0.192701	0.008365
1.063035	0.101276	0.013539
1.147912	0.084877	0.009824
1.224618	0.076706	0.009507
1.291725	0.067107	0.006546
1.341557	0.049832	0.009541
1.320748	-0.020808	0.004457
1.220030	-0.100718	0.010482
1.096859	-0.123171	0.006171
0.950972	-0.145888	0.009942
0.750580	-0.200391	0.011231
0.411901	-0.338679	0.007813
0.040048	-0.371853	0.007795
-0.364944	-0.404992	0.011490
-0.670432	-0.305487	0.010560
-0.868147	-0.197715	0.013945
-0.968119	-0.099972	0.011454
-1.022476	-0.054357	0.018300
-1.070669	-0.048193	0.014316
-1.045983	0.024686	0.010570
-0.891235	0.154748	0.007590
-0.715684	0.175551	0.011877
-0.526386	0.189298	0.014467
-0.251298	0.275087	0.015714
0.085959	0.337257	0.015525
0.398779	0.312821	0.005084
0.630662	0.231882	0.002407
0.818525	0.187863	0.010075
0.942849	0.124324	0.008343
0.924514	-0.018335	0.009893
0.876776	-0.047737	0.009770
0.785692	-0.091084	0.009027
0.637671	-0.148021	0.005944
0.418909	-0.218762	0.009770
0.123795	-0.295114	0.008031
-0.185639	-0.309435	0.005190
-0.442993	-0.257353	0.011968
-0.637066	-0.194073	0.008675
-0.825019	-0.187953	0.014718
-0.962654	-0.137635	0.008780
-1.096493	-0.133839	0.017653
-1.177514	-0.081021	0.008950
-1.239649	-0.062135	0.014433
-1.285853	-0.046204	0.002964
-1.318419	-0.032566	0.011257
-1.350037	-0.031618	0.013855
-1.307624	0.042413	0.015426
-1.252616	0.055007	0.008574
-1.061635	0.190981	0.014327
-0.741115	0.320520	0.008485
-0.385094	0.356020	0.012512
0.070678	0.455772	0.007866
0.499939	0.429262	0.003738
0.879465	0.379526	0.009474
1.181362	0.301897	0.014654
1.474912	0.293550	0.010619
1.690093	0.215182	0.009877
1.900446	0.210353	0.011893
2.094802	0.194356	0.017146
2.261705	0.166902	0.016222
2.343492	0.081787	0.022501
2.380317	0.036826	0.017372
2.359940	-0.020377	0.025002
2.312084	-0.047856	0.019213
2.231584	-0.080500	0.012081
2.067689	-0.163894	0.015730
1.893828	-0.173862	0.019578
1.694652	-0.199175	0.010961
1.433260	-0.261392	0.009448
1.109954	-0.323306	0.012888
0.750044	-0.359910	0.011006
0.343457	-0.406587	0.007147
-0.103013	-0.446470	0.013216
-0.477002	-0.373989	0.009641
-0.807827	-0.330825	0.008184
-1.136180	-0.328353	0.010196
-1.464079	-0.327899	0.005208
-1.752479	-0.288400	0.020223
-2.028915	-0.276436	0.016036
-2.303247	-0.274332	0.014419
-2.503539	-0.200292	0.010787
-2.597677	-0.094138	0.016376
-2.609768	-0.012091	0.017949
-2.518429	0.091339	0.016751
-2.402765	0.115664	0.011307
-2.273634	0.129131	0.013318
-2.109206	0.164428	0.012518
-1.893172	0.216033	0.016414
-1.638188	0.254984	0.007303
-1.335704	0.302484	0.015006
-1.013532	0.322173	0.009148
-0.616077	0.397455	0.007852
-0.170181	0.445896	0.015011
0.328376	0.498557	0.006984
0.801503	0.473127	0.010780
1.274128	0.472625	0.009305
1.739106	0.464978	0.016069
2.127877	0.388772	0.014644
2.501838	0.373961	0.029201
2.817576	0.315738	0.022778
3.129557	0.311981	0.016757
3.424313	0.294756	0.034548
3.710836	0.286523	0.029037
3.987797	0.276961	0.037041
4.203549	0.215752	0.029820
4.403239	0.199690	0.037742
4.579895	0.176657	0.039093
4.728551	0.148656	0.041673
4.835070	0.106519	0.049899
4.936061	0.100991	0.044659
5.002340	0.066279	0.042348
5.036510	0.034170	0.043608
5.040668	0.004158	0.049866
5.042553	0.001885	0.046748
5.009368	-0.033185	0.045229
4.905763	-0.103605	0.047176
4.695067	-0.210696	0.035855
4.355059	-0.340009	0.031284
4.002618	-0.352441	0.035581
3.606872	-0.395746	0.025297
3.211029	-0.395843	0.020276
2.767766	-0.443262	0.014910
2.246060	-0.521707	0.024653
1.695810	-0.550250	0.009387
1.103558	-0.592252	0.007975
0.459376	-0.644182	0.011858
-0.242819	-0.702195	0.007712
-0.903807	-0.660988	0.004164
-1.521786	-0.617979	0.009316
-2.048758	-0.526972	0.016648
-2.464445	-0.415687	0.018583
-2.842054	-0.377608	0.014145
-3.193803	-0.351750	0.019622
-3.519956	-0.326153	0.029410
-3.769815	-0.249859	0.030195
-3.944811	-0.174995	0.031504
-4.087024	-0.142213	0.033895
-4.195427	-0.108404	0.037523
-4.219844	-0.024417	0.029895
-4.095561	0.124283	0.029630
-3.916889	0.178671	0.027200
-3.640525	0.276364	0.024604
-3.232976	0.407549	0.026629
-2.756453	0.476523	0.021633
-2.231635	0.524818	0.021931
-1.686720	0.544915	0.012097
-1.110032	0.576688	0.007516
-0.513625	0.596407	0.009724
0.086917	0.600543	0.012299
0.617654	0.530737	0.014963
1.019917	0.402262	0.010022
1.410185	0.390268	0.009480
1.786987	0.376802	0.017996
2.152383	0.365396	0.015479
2.457927	0.305544	0.019021
2.715756	0.257829	0.025760
2.931562	0.215806	0.019806
3.119542	0.187980	0.019446
3.276719	0.157177	0.024232
3.396235	0.119516	0.033216
3.430722	0.034487	0.031629
3.464845	0.034123	0.028250
3.467191	0.002346	0.024289
3.384244	-0.082947	0.026157
3.184227	-0.200017	0.016824
2.972648	-0.211579	0.019009
2.654341	-0.318307	0.016497
2.298462	-0.355879	0.023300
1.932811	-0.365651	0.014093
1.497406	-0.435405	0.017159
1.004654	-0.492752	0.017709
0.451517	-0.553137	0.003902
-0.112564	-0.564082	0.010519
-0.612815	-0.500250	0.013446
-1.066511	-0.453696	0.007767
-1.510483	-0.443973	0.009148
-1.912983	-0.402499	0.015025
-2.258793	-0.345810	0.017745
-2.590071	-0.331278	0.020411
-2.877103	-0.287031	0.018571
-3.149816	-0.272713	0.019851
-3.373127	-0.223311	0.029598
-3.543517	-0.170390	0.023968
-3.691288	-0.147771	0.027089
-3.750655	-0.059367	0.033292
-3.695062	0.055593	0.028527
-3.624084	0.070977	0.028185
-3.479355	0.144729	0.028483
-3.282414	0.196941	0.022834
-2.917380	0.365034	0.022310
-2.526493	0.390887	0.019752
-2.115938	0.410555	0.017476
-1.684031	0.431907	0.010150
-1.204528	0.479502	0.007617
-0.667833	0.536695	0.013522
-0.088194	0.579639	0.016814
0.594669	0.682863	0.010086
1.254302	0.659633	0.013195
1.840272	0.585971	0.011058
2.336812	0.496540	0.019985
2.810947	0.474135	0.016802
3.268522	0.457576	0.024965
3.626416	0.357893	0.027201
3.952681	0.326265	0.030415
4.256791	0.304110	0.040409
4.466898	0.210107	0.040396
4.626294	0.159396	0.043038
4.775788	0.149495	0.050718
4.900745	0.124957	0.041470
4.974681	0.073935	0.047894
4.989471	0.014790	0.047088
4.947200	-0.042272	0.046382
4.897430	-0.049769	0.035998
4.776909	-0.120521	0.044988
4.598294	-0.178615	0.035249
4.402802	-0.195493	0.030079
4.155522	-0.247280	0.035425
3.862896	-0.292626	0.032085
3.465319	-0.397577	0.025223
3.030475	-0.434844	0.025360
2.450630	-0.579845	0.014300
1.829318	-0.621312	0.012309
1.078548	-0.750770	0.011467
0.312410	-0.766138	0.009486
